car_id,customer_name,gender,annual_income,dealer_name,company,model,engine,transmission,color,price_usd,dealer_no,body_style,phone,dealer_region,sale_date,sale_month,sale_day,sale_year
C_CND_017917,Patrick,Male,528500,"Buddy Storbeck's Diesel Service Inc",Audi,A6,"Double  Overhead Camshaft",Auto,"Pale White",42500,06457-3834,SUV,8375450,Middletown,2023-09-06,9,6,2023
C_CND_023379,Julia,Male,13500,"Buddy Storbeck's Diesel Service Inc",Ford,Expedition,"Overhead Camshaft",Manual,Black,10000,06457-3834,SUV,8393977,Middletown,2023-12-23,12,23,2023
C_CND_018790,Madison,Male,345000,"Buddy Storbeck's Diesel Service Inc",Mercury,Cougar,"Double  Overhead Camshaft",Auto,Black,33001,06457-3834,Hatchback,8400495,Janesville,2023-09-23,9,23,2023
C_CND_016178,Carly,Male,13500,"Buddy Storbeck's Diesel Service Inc",Cadillac,Eldorado,"Overhead Camshaft",Manual,"Pale White",37000,06457-3834,Passenger,8402931,Middletown,2023-07-23,7,23,2023
C_CND_005351,Layla,Male,400000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Wagon","Double  Overhead Camshaft",Auto,Black,22000,06457-3834,Passenger,8410145,Middletown,2022-09-07,9,7,2022
C_CND_023284,Aiden,Male,900000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Lumina,"Overhead Camshaft",Manual,"Pale White",26000,06457-3834,Passenger,8415695,Middletown,2023-12-20,12,20,2023
C_CND_018118,Benson,Male,345000,"Buddy Storbeck's Diesel Service Inc",BMW,328i,"Double  Overhead Camshaft",Auto,Black,18000,06457-3834,Sedan,8416333,Middletown,2023-09-11,9,11,2023
C_CND_008003,Cataleya,Male,1375000,"Buddy Storbeck's Diesel Service Inc",Subaru,Outback,"Double  Overhead Camshaft",Auto,"Pale White",19501,06457-3834,SUV,8418642,Middletown,2022-11-13,11,13,2022
C_CND_001332,Brooke,Male,13500,"Buddy Storbeck's Diesel Service Inc",Audi,A6,"Overhead Camshaft",Manual,"Pale White",24000,06457-3834,SUV,8421108,Middletown,2022-03-31,3,31,2022
C_CND_020693,Pargaux,Male,445000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Van","Double  Overhead Camshaft",Auto,Black,60000,06457-3834,Hatchback,8423017,Middletown,2023-11-10,11,10,2023
C_CND_022940,Esther,Male,805000,"Buddy Storbeck's Diesel Service Inc",Chrysler,"Sebring Coupe","Double  Overhead Camshaft",Auto,"Pale White",46000,06457-3834,Sedan,8424693,Scottsdale,2023-12-12,12,12,2023
C_CND_005748,David,Male,687000,"Buddy Storbeck's Diesel Service Inc",Chrysler,"Town & Country","Overhead Camshaft",Manual,"Pale White",17001,06457-3834,Sedan,8431140,Middletown,2022-09-16,9,16,2022
C_CND_001651,Julien,Male,739000,"Buddy Storbeck's Diesel Service Inc",Mercury,"Grand Marquis","Double  Overhead Camshaft",Auto,Black,9000,06457-3834,SUV,8433052,Middletown,2022-04-13,4,13,2022
C_CND_004228,Ariel,Male,1225000,"Buddy Storbeck's Diesel Service Inc",Toyota,Camry,"Double  Overhead Camshaft",Auto,Red,31501,06457-3834,Hatchback,8447854,Middletown,2022-07-27,7,27,2022
C_CND_018883,Amadou,Male,590000,"Buddy Storbeck's Diesel Service Inc",Dodge,Durango,"Double  Overhead Camshaft",Auto,Black,24000,06457-3834,SUV,8449139,Middletown,2023-09-25,9,25,2023
C_CND_010012,Yocheved,Male,1290000,"Buddy Storbeck's Diesel Service Inc",Cadillac,DeVille,"Double  Overhead Camshaft",Auto,"Pale White",22001,06457-3834,SUV,8454242,Middletown,2022-12-18,12,18,2022
C_CND_008023,Reid,Male,670000,"Buddy Storbeck's Diesel Service Inc",Jaguar,S-Type,"Double  Overhead Camshaft",Auto,Black,16000,06457-3834,Passenger,8459332,Middletown,2022-11-13,11,13,2022
C_CND_001038,Ahmed,Male,551200,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,Diamante,"Overhead Camshaft",Manual,Red,19200,06457-3834,Hatchback,8465128,Greenville,2022-03-19,3,19,2022
C_CND_011993,Pierrick,Male,460000,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Aurora,"Overhead Camshaft",Manual,Red,71001,06457-3834,Passenger,8479257,Scottsdale,2023-03-13,3,13,2023
C_CND_009473,Christian,Female,370000,"Buddy Storbeck's Diesel Service Inc",Ford,Mustang,"Double  Overhead Camshaft",Auto,"Pale White",31000,06457-3834,Hatchback,8479948,Scottsdale,2022-12-07,12,7,2022
C_CND_008963,Elisheva,Male,13500,"Buddy Storbeck's Diesel Service Inc",Dodge,Caravan,"Overhead Camshaft",Manual,Red,24000,06457-3834,Hardtop,8480185,Middletown,2022-11-30,11,30,2022
C_CND_018458,Jacqueline,Male,350000,"Buddy Storbeck's Diesel Service Inc",Porsche,"Carrera Coupe","Overhead Camshaft",Manual,Black,16000,06457-3834,SUV,8483899,Middletown,2023-09-18,9,18,2023
C_CND_017461,Phoebe,Male,13500,"Buddy Storbeck's Diesel Service Inc",Pontiac,"Grand Am","Double  Overhead Camshaft",Auto,"Pale White",26000,06457-3834,SUV,8487228,Middletown,2023-09-02,9,2,2023
C_CND_010596,Nathan,Male,1245000,"Buddy Storbeck's Diesel Service Inc",Mercury,Villager,"Overhead Camshaft",Manual,"Pale White",16500,06457-3834,Passenger,8488798,Middletown,2022-12-31,12,31,2022
C_CND_004326,Quincy,Male,2330000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Beetle,"Double  Overhead Camshaft",Auto,Red,45000,06457-3834,SUV,8489373,Middletown,2022-08-05,8,5,2022
C_CND_014733,Matthew,Male,13500,"Buddy Storbeck's Diesel Service Inc",Hyundai,Elantra,"Overhead Camshaft",Manual,"Pale White",22000,06457-3834,Sedan,8496064,Middletown,2023-06-12,6,12,2023
C_CND_014281,Evan,Male,952000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Lumina,"Overhead Camshaft",Manual,Red,12001,06457-3834,Passenger,8500121,Middletown,2023-05-30,5,30,2023
C_CND_004570,Jordan,Female,468000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Metro,"Double  Overhead Camshaft",Auto,Black,31000,06457-3834,Passenger,8502106,Middletown,2022-08-10,8,10,2022
C_CND_014529,Jonathan,Male,13500,"Buddy Storbeck's Diesel Service Inc",Lincoln,"Town car","Double  Overhead Camshaft",Auto,"Pale White",18000,06457-3834,Hatchback,8502588,Middletown,2023-06-06,6,6,2023
C_CND_003118,Amber,Male,745000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Cabrio,"Overhead Camshaft",Manual,Red,25000,06457-3834,Sedan,8517431,Austin,2022-06-11,6,11,2022
C_CND_000429,Michael,Male,878000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,S-Class,"Overhead Camshaft",Manual,Black,85000,06457-3834,SUV,8526296,Middletown,2022-02-09,2,9,2022
C_CND_008791,Mina,Male,800000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Van","Double  Overhead Camshaft",Auto,Red,31000,06457-3834,Hatchback,8536259,Middletown,2022-11-27,11,27,2022
C_CND_012617,Laila,Female,1815000,"Buddy Storbeck's Diesel Service Inc",Honda,CR-V,"Double  Overhead Camshaft",Auto,"Pale White",22501,06457-3834,SUV,8539413,Middletown,2023-04-08,4,8,2023
C_CND_004034,Alyssa,Male,1500000,"Buddy Storbeck's Diesel Service Inc",Buick,"Park Avenue","Double  Overhead Camshaft",Auto,Red,12000,06457-3834,Hatchback,8544463,Greenville,2022-07-17,7,17,2022
C_CND_010418,Jason,Male,13500,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,CL500,"Overhead Camshaft",Manual,Black,22000,06457-3834,SUV,8545048,Middletown,2022-12-26,12,26,2022
C_CND_017890,Loris,Male,13500,"Buddy Storbeck's Diesel Service Inc",Plymouth,Neon,"Double  Overhead Camshaft",Auto,"Pale White",27001,06457-3834,SUV,8545725,Middletown,2023-09-06,9,6,2023
C_CND_004706,Brian,Male,13500,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,"Montero Sport","Overhead Camshaft",Manual,"Pale White",12000,06457-3834,SUV,8549948,Middletown,2022-08-17,8,17,2022
C_CND_009929,Avi,Male,1102000,"Buddy Storbeck's Diesel Service Inc",Acura,TL,"Overhead Camshaft",Manual,"Pale White",14200,06457-3834,Hatchback,8553601,Middletown,2022-12-15,12,15,2022
C_CND_015059,Allen,Female,13500,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Jetta,"Double  Overhead Camshaft",Auto,"Pale White",16000,06457-3834,Passenger,8555850,Middletown,2023-06-20,6,20,2023
C_CND_010635,Ezekiel,Male,13500,"Buddy Storbeck's Diesel Service Inc",Hyundai,Sonata,"Overhead Camshaft",Manual,Red,21000,06457-3834,SUV,8556258,Aurora,2022-12-31,12,31,2022
C_CND_020590,Erine,Male,13500,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Silhouette,"Overhead Camshaft",Manual,"Pale White",19000,06457-3834,Sedan,8564029,Janesville,2023-11-07,11,7,2023
C_CND_002987,Farhan,Male,955000,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,Black,26000,06457-3834,Hatchback,8565875,Middletown,2022-06-08,6,8,2022
C_CND_014314,Lena,Male,13500,"Buddy Storbeck's Diesel Service Inc",BMW,323i,"Overhead Camshaft",Manual,Red,21001,06457-3834,Hatchback,8568492,Pasco,2023-05-30,5,30,2023
C_CND_006371,Zara,Male,1100000,"Buddy Storbeck's Diesel Service Inc",Plymouth,Neon,"Double  Overhead Camshaft",Auto,"Pale White",27000,06457-3834,SUV,8572184,Middletown,2022-09-26,9,26,2022
C_CND_022495,Lucas,Male,960000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Catera,"Double  Overhead Camshaft",Auto,Red,28000,06457-3834,Hatchback,8576159,Greenville,2023-12-06,12,6,2023
C_CND_015690,Nora,Female,930000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Van","Double  Overhead Camshaft",Auto,"Pale White",19000,06457-3834,Hatchback,8589184,Scottsdale,2023-07-10,7,10,2023
C_CND_016800,Nelson,Male,380000,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Overhead Camshaft",Manual,"Pale White",41000,06457-3834,Hatchback,8593764,Greenville,2023-08-17,8,17,2023
C_CND_022187,Valentin,Male,1076000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Prizm,"Double  Overhead Camshaft",Auto,Red,15601,06457-3834,Hardtop,8594926,Scottsdale,2023-12-02,12,2,2023
C_CND_002353,Angela,Male,1600000,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Silhouette,"Overhead Camshaft",Manual,"Pale White",14000,06457-3834,Sedan,8605202,Janesville,2022-05-08,5,8,2022
C_CND_014028,Yanis,Male,3820000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,Diamante,"Overhead Camshaft",Manual,Red,19001,06457-3834,Hatchback,8606807,Middletown,2023-05-26,5,26,2023
C_CND_006312,Kelvin,Male,415000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Malibu,"Overhead Camshaft",Manual,"Pale White",24000,06457-3834,Hatchback,8607835,Middletown,2022-09-25,9,25,2022
C_CND_012424,Fatoumata,Male,1615000,"Buddy Storbeck's Diesel Service Inc",Volvo,S40,"Double  Overhead Camshaft",Auto,Red,29500,06457-3834,Sedan,8610412,Middletown,2023-04-01,4,1,2023
C_CND_013817,Reese,Male,625000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,3000GT,"Overhead Camshaft",Manual,Red,20000,06457-3834,Sedan,8620663,Middletown,2023-05-19,5,19,2023
C_CND_006077,Katelyn,Male,13500,"Buddy Storbeck's Diesel Service Inc",Ford,"Crown Victoria","Overhead Camshaft",Manual,"Pale White",20000,06457-3834,Passenger,8630951,Middletown,2022-09-21,9,21,2022
C_CND_003938,Jasiah,Male,892500,"Buddy Storbeck's Diesel Service Inc",Volvo,S70,"Double  Overhead Camshaft",Auto,Black,26500,06457-3834,SUV,8646549,Middletown,2022-07-13,7,13,2022
C_CND_016112,Nicholas,Male,1111000,"Buddy Storbeck's Diesel Service Inc",Dodge,Dakota,"Double  Overhead Camshaft",Auto,"Pale White",21100,06457-3834,Sedan,8647100,Middletown,2023-07-22,7,22,2023
C_CND_018712,Hector,Male,1860000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,Montero,"Overhead Camshaft",Manual,Black,16000,06457-3834,SUV,8648520,Middletown,2023-09-22,9,22,2023
C_CND_014889,Julianna,Male,510000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Jetta,"Double  Overhead Camshaft",Auto,"Pale White",69000,06457-3834,Passenger,8651486,Austin,2023-06-16,6,16,2023
C_CND_002182,Nazim,Male,13500,"Buddy Storbeck's Diesel Service Inc",Buick,LeSabre,"Overhead Camshaft",Manual,Black,20000,06457-3834,Sedan,8651819,Middletown,2022-05-02,5,2,2022
C_CND_012097,Naomi,Male,952000,"Buddy Storbeck's Diesel Service Inc",Nissan,Pathfinder,"Double  Overhead Camshaft",Auto,Red,21001,06457-3834,SUV,8654672,Middletown,2023-03-17,3,17,2023
C_CND_001563,Kayden,Female,1581000,"Buddy Storbeck's Diesel Service Inc",Acura,TL,"Double  Overhead Camshaft",Auto,Black,28100,06457-3834,Hatchback,8661788,Greenville,2022-04-10,4,10,2022
C_CND_017352,Piper,Female,570000,"Buddy Storbeck's Diesel Service Inc",Nissan,Altima,"Double  Overhead Camshaft",Auto,"Pale White",21000,06457-3834,Hatchback,8665212,Middletown,2023-09-01,9,1,2023
C_CND_023598,Nina,Female,780000,"Buddy Storbeck's Diesel Service Inc",Lincoln,"Town car","Double  Overhead Camshaft",Auto,Black,26000,06457-3834,Hatchback,8665623,Middletown,2023-12-26,12,26,2023
C_CND_005950,Gabriel,Male,864000,"Buddy Storbeck's Diesel Service Inc",Lexus,LS400,"Double  Overhead Camshaft",Auto,Black,39000,06457-3834,Sedan,8667254,Middletown,2022-09-19,9,19,2022
C_CND_001455,Isaure,Male,2825000,"Buddy Storbeck's Diesel Service Inc",Lincoln,Continental,"Overhead Camshaft",Manual,Black,42500,06457-3834,Passenger,8668177,Middletown,2022-04-05,4,5,2022
C_CND_002042,Lilly,Male,2801000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,"CLK Coupe","Double  Overhead Camshaft",Auto,"Pale White",22101,06457-3834,Sedan,8677659,Middletown,2022-04-27,4,27,2022
C_CND_007483,Hersh,Male,13500,"Buddy Storbeck's Diesel Service Inc",Hyundai,Sonata,"Overhead Camshaft",Manual,Black,15000,06457-3834,SUV,8678089,Middletown,2022-11-02,11,2,2022
C_CND_011114,Enzo,Male,907000,"Buddy Storbeck's Diesel Service Inc",Ford,Ranger,"Double  Overhead Camshaft",Auto,Black,61001,06457-3834,Hardtop,8678195,Middletown,2023-01-31,1,31,2023
C_CND_019209,Freya,Male,1460000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Eldorado,"Overhead Camshaft",Manual,Black,29000,06457-3834,Passenger,8693353,Austin,2023-10-02,10,2,2023
C_CND_008457,Jean,Male,13500,"Buddy Storbeck's Diesel Service Inc",Dodge,Stratus,"Double  Overhead Camshaft",Auto,Red,31001,06457-3834,Hatchback,8694186,Middletown,2022-11-21,11,21,2022
C_CND_015926,Dov,Male,1601000,"Buddy Storbeck's Diesel Service Inc",Chrysler,Concorde,"Double  Overhead Camshaft",Auto,Black,12100,06457-3834,Hardtop,8694935,Middletown,2023-07-17,7,17,2023
C_CND_017148,Lia,Female,1230000,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Bravada,"Double  Overhead Camshaft",Auto,Red,19000,06457-3834,Hatchback,8696309,Middletown,2023-08-27,8,27,2023
C_CND_021688,Amandine,Male,1700000,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,"Pale White",21001,06457-3834,Hatchback,8696486,Middletown,2023-11-25,11,25,2023
C_CND_015341,Duvid,Male,681000,"Buddy Storbeck's Diesel Service Inc",Mercury,Sable,"Double  Overhead Camshaft",Auto,"Pale White",26000,06457-3834,Sedan,8698880,Middletown,2023-06-28,6,28,2023
C_CND_015285,Fiona,Male,671000,"Buddy Storbeck's Diesel Service Inc",Nissan,Maxima,"Overhead Camshaft",Manual,"Pale White",16001,06457-3834,Sedan,8700132,Middletown,2023-06-26,6,26,2023
C_CND_013393,Carmen,Male,4525000,"Buddy Storbeck's Diesel Service Inc",Acura,TL,"Double  Overhead Camshaft",Auto,Red,16500,06457-3834,Hatchback,8700596,Middletown,2023-05-05,5,5,2023
C_CND_021732,Maya,Male,13500,"Buddy Storbeck's Diesel Service Inc",Audi,A6,"Double  Overhead Camshaft",Auto,Black,14000,06457-3834,SUV,8711422,Middletown,2023-11-25,11,25,2023
C_CND_019583,Hugo,Female,890000,"Buddy Storbeck's Diesel Service Inc",Acura,RL,"Double  Overhead Camshaft",Auto,Black,24001,06457-3834,SUV,8718863,Middletown,2023-10-15,10,15,2023
C_CND_017401,Landon,Male,1440000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Escalade,"Double  Overhead Camshaft",Auto,"Pale White",38001,06457-3834,Sedan,8724704,Austin,2023-09-01,9,1,2023
C_CND_000238,Adrian,Female,1200000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,Galant,"Double  Overhead Camshaft",Auto,"Pale White",36000,06457-3834,Passenger,8725531,Janesville,2022-01-21,1,21,2022
C_CND_008892,Brucha,Male,900000,"Buddy Storbeck's Diesel Service Inc",Dodge,Durango,"Overhead Camshaft",Manual,Red,31000,06457-3834,SUV,8727751,Middletown,2022-11-28,11,28,2022
C_CND_013494,Emeline,Male,13500,"Buddy Storbeck's Diesel Service Inc",Honda,Accord,"Double  Overhead Camshaft",Auto,"Pale White",19001,06457-3834,Sedan,8731859,Scottsdale,2023-05-07,5,7,2023
C_CND_016409,Alvin,Male,1345000,"Buddy Storbeck's Diesel Service Inc",Nissan,Maxima,"Overhead Camshaft",Manual,"Pale White",29500,06457-3834,Sedan,8737621,Middletown,2023-07-31,7,31,2023
C_CND_012907,Line,Male,2350000,"Buddy Storbeck's Diesel Service Inc",Volvo,S40,"Overhead Camshaft",Manual,Red,22000,06457-3834,Sedan,8743776,Middletown,2023-04-18,4,18,2023
C_CND_014227,Rayane,Female,750000,"Buddy Storbeck's Diesel Service Inc",Chrysler,300M,"Double  Overhead Camshaft",Auto,"Pale White",22001,06457-3834,SUV,8745990,Middletown,2023-05-30,5,30,2023
C_CND_003856,Madelyn,Female,1590000,"Buddy Storbeck's Diesel Service Inc",Saturn,LW,"Double  Overhead Camshaft",Auto,"Pale White",18000,06457-3834,Hatchback,8745992,Middletown,2022-07-11,7,11,2022
C_CND_013935,Karen,Male,1700000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Eldorado,"Double  Overhead Camshaft",Auto,Black,60000,06457-3834,Passenger,8746786,Middletown,2023-05-22,5,22,2023
C_CND_008973,Sergio,Male,900000,"Buddy Storbeck's Diesel Service Inc",Nissan,Maxima,"Overhead Camshaft",Manual,"Pale White",22001,06457-3834,Sedan,8753339,Middletown,2022-11-30,11,30,2022
C_CND_023273,Leah,Male,437000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Lumina,"Overhead Camshaft",Manual,Red,12000,06457-3834,Passenger,8758318,Pasco,2023-12-19,12,19,2023
C_CND_021935,Tenzin,Male,615000,"Buddy Storbeck's Diesel Service Inc",Acura,TL,"Overhead Camshaft",Manual,"Pale White",14000,06457-3834,Hatchback,8760139,Middletown,2023-11-28,11,28,2023
C_CND_007381,Francesca,Male,910000,"Buddy Storbeck's Diesel Service Inc",Toyota,Corolla,"Overhead Camshaft",Manual,Red,14000,06457-3834,Passenger,8761146,Middletown,2022-10-31,10,31,2022
C_CND_016738,Lynda,Female,5000000,"Buddy Storbeck's Diesel Service Inc",Ford,Windstar,"Double  Overhead Camshaft",Auto,Red,31001,06457-3834,Sedan,8763305,Middletown,2023-08-15,8,15,2023
C_CND_017902,Arvin,Male,1405000,"Buddy Storbeck's Diesel Service Inc",Acura,RL,"Overhead Camshaft",Manual,Red,17500,06457-3834,SUV,8766107,Middletown,2023-09-06,9,6,2023
C_CND_022546,Maeline,Male,1550000,"Buddy Storbeck's Diesel Service Inc",Chrysler,300M,"Double  Overhead Camshaft",Auto,Black,26000,06457-3834,SUV,8768220,Middletown,2023-12-08,12,8,2023
C_CND_005935,Imani,Male,3056000,"Buddy Storbeck's Diesel Service Inc",Dodge,Durango,"Double  Overhead Camshaft",Auto,"Pale White",10600,06457-3834,SUV,8770722,Pasco,2022-09-18,9,18,2022
C_CND_012602,Madeline,Male,250000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,GTI,"Double  Overhead Camshaft",Auto,Red,25001,06457-3834,SUV,8774130,Middletown,2023-04-08,4,8,2023
C_CND_018972,Hannah,Male,13500,"Buddy Storbeck's Diesel Service Inc",Honda,Passport,"Overhead Camshaft",Manual,Black,22000,06457-3834,Hardtop,8774635,Middletown,2023-09-26,9,26,2023
C_CND_000622,Johnny,Female,458000,"Buddy Storbeck's Diesel Service Inc",Ford,Focus,"Overhead Camshaft",Manual,"Pale White",17000,06457-3834,Hatchback,8790801,Janesville,2022-02-27,2,27,2022
C_CND_018663,Emilie,Male,2210000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Cabrio,"Double  Overhead Camshaft",Auto,Black,16001,06457-3834,Sedan,8792623,Middletown,2023-09-22,9,22,2023
C_CND_005164,Mariam,Male,13500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,"Monte Carlo","Double  Overhead Camshaft",Auto,Red,20001,06457-3834,Hatchback,8796377,Middletown,2022-09-03,9,3,2022
C_CND_007545,Joaquin,Male,1310000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Catera,"Double  Overhead Camshaft",Auto,Red,28000,06457-3834,Hatchback,8800638,Middletown,2022-11-05,11,5,2022
C_CND_019835,Ema,Male,620000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Corvette,"Overhead Camshaft",Manual,"Pale White",22000,06457-3834,SUV,8803936,Scottsdale,2023-10-21,10,21,2023
C_CND_008637,Camille,Male,2670000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Prizm,"Double  Overhead Camshaft",Auto,Black,16001,06457-3834,Hardtop,8806509,Middletown,2022-11-23,11,23,2022
C_CND_014031,Skylar,Male,955000,"Buddy Storbeck's Diesel Service Inc",Saturn,LW,"Overhead Camshaft",Manual,"Pale White",13000,06457-3834,Hatchback,8810056,Middletown,2023-05-26,5,26,2023
C_CND_006282,Peyton,Female,773500,"Buddy Storbeck's Diesel Service Inc",Volvo,S70,"Double  Overhead Camshaft",Auto,"Pale White",32500,06457-3834,Hardtop,8812710,Middletown,2022-09-25,9,25,2022
C_CND_021909,Ian,Female,600000,"Buddy Storbeck's Diesel Service Inc",Plymouth,Neon,"Double  Overhead Camshaft",Auto,Black,9000,06457-3834,SUV,8815769,Middletown,2023-11-28,11,28,2023
C_CND_005209,Theo,Male,720000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Prizm,"Overhead Camshaft",Manual,"Pale White",22000,06457-3834,Hardtop,8815908,Middletown,2022-09-04,9,4,2022
C_CND_014886,Batsheva,Male,780000,"Buddy Storbeck's Diesel Service Inc",Mercury,Cougar,"Overhead Camshaft",Manual,"Pale White",28000,06457-3834,Hatchback,8815915,Middletown,2023-06-16,6,16,2023
C_CND_012226,Giovanna,Female,13500,"Buddy Storbeck's Diesel Service Inc",Jeep,"Grand Cherokee","Overhead Camshaft",Manual,"Pale White",15000,06457-3834,SUV,8837992,Middletown,2023-03-24,3,24,2023
C_CND_014405,Azaan,Male,13500,"Buddy Storbeck's Diesel Service Inc",Acura,Integra,"Double  Overhead Camshaft",Auto,Black,45000,06457-3834,Passenger,8843931,Middletown,2023-06-04,6,4,2023
C_CND_010959,Mathilde,Male,1000000,"Buddy Storbeck's Diesel Service Inc",Dodge,Caravan,"Double  Overhead Camshaft",Auto,"Pale White",38001,06457-3834,Hardtop,8846658,Middletown,2023-01-22,1,22,2023
C_CND_010489,Maxime,Female,13500,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,SL-Class,"Overhead Camshaft",Manual,Black,38000,06457-3834,Hardtop,8854953,Middletown,2022-12-27,12,27,2022
C_CND_021705,Emmanuel,Male,1365000,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Overhead Camshaft",Manual,Black,51501,06457-3834,Hatchback,8865112,Middletown,2023-11-25,11,25,2023
C_CND_008106,Romain,Female,555000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Malibu,"Overhead Camshaft",Manual,Red,24001,06457-3834,Hardtop,8867294,Middletown,2022-11-14,11,14,2022
C_CND_010296,Cynthia,Male,730000,"Buddy Storbeck's Diesel Service Inc",BMW,323i,"Double  Overhead Camshaft",Auto,"Pale White",19001,06457-3834,Hatchback,8870797,Middletown,2022-12-24,12,24,2022
C_CND_022472,Hana,Male,765000,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,"Pale White",21000,06457-3834,Hatchback,8874005,Middletown,2023-12-06,12,6,2023
C_CND_015590,Zoe,Male,3650000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,3000GT,"Double  Overhead Camshaft",Auto,"Pale White",19001,06457-3834,Sedan,8875173,Middletown,2023-07-08,7,8,2023
C_CND_023122,Darius,Male,1335000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,SL-Class,"Overhead Camshaft",Manual,Red,17500,06457-3834,Hardtop,8878973,Middletown,2023-12-17,12,17,2023
C_CND_002713,Noah,Male,780000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,CL500,"Overhead Camshaft",Manual,Red,29000,06457-3834,SUV,8881055,Middletown,2022-05-28,5,28,2022
C_CND_006533,Michael,Male,1215000,"Buddy Storbeck's Diesel Service Inc",Toyota,RAV4,"Overhead Camshaft",Manual,"Pale White",22500,06457-3834,Hatchback,8884292,Middletown,2022-09-28,9,28,2022
C_CND_013462,Linda,Female,757000,"Buddy Storbeck's Diesel Service Inc",Plymouth,Prowler,"Double  Overhead Camshaft",Auto,Red,15000,06457-3834,Hatchback,8884464,Middletown,2023-05-07,5,7,2023
C_CND_021530,Amandine,Male,600000,"Buddy Storbeck's Diesel Service Inc",Volvo,S40,"Overhead Camshaft",Manual,"Pale White",17000,06457-3834,Sedan,8892768,Scottsdale,2023-11-22,11,22,2023
C_CND_014304,Nathalia,Male,1297000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Cabrio,"Double  Overhead Camshaft",Auto,Black,16701,06457-3834,Sedan,8896125,Middletown,2023-05-30,5,30,2023
C_CND_005153,Ivy,Female,700000,"Buddy Storbeck's Diesel Service Inc",Dodge,Durango,"Double  Overhead Camshaft",Auto,Black,24000,06457-3834,SUV,8897293,Middletown,2022-09-03,9,3,2022
C_CND_005776,Phoebe,Female,13500,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Aurora,"Overhead Camshaft",Manual,"Pale White",71000,06457-3834,Passenger,8897626,Middletown,2022-09-17,9,17,2022
C_CND_023097,Hindy,Female,607000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,S-Class,"Overhead Camshaft",Manual,Red,21000,06457-3834,SUV,8902533,Pasco,2023-12-16,12,16,2023
C_CND_003464,Itzel,Female,2265000,"Buddy Storbeck's Diesel Service Inc",Honda,CR-V,"Double  Overhead Camshaft",Auto,"Pale White",22500,06457-3834,SUV,8904921,Middletown,2022-06-25,6,25,2022
